0.0, 3.83602024738
0.01, 8.12282491594
0.02, 11.4962231549
0.03, 18.1535128418
0.04, 27.580416963
0.05, 34.7559119819
0.06, 36.2864003758
0.07, 46.5911263301
0.08, 51.7829311589
0.09, 57.2671239897
0.1, 60.0596334518
0.11, 63.2873868459
0.12, 70.3838661158
0.13, 68.1359650143
0.14, 76.2532914575
0.15, 84.080571783
0.16, 78.3018656234
0.17, 89.5983720974
0.18, 86.0080823395
0.19, 93.6250723632
0.2, 94.3313115139
0.21, 93.8154993556
0.22, 92.5624895731
0.23, 100.481863729
0.24, 98.119439988
0.25, 98.5755353322
0.26, 96.5532219251
0.27, 92.0775429333
0.28, 98.3031218481
0.29, 89.5446308527
0.3, 96.4227504084
0.31, 94.0143309675
0.32, 87.1669633831
0.33, 89.0087297952
0.34, 79.6984492621
0.35, 78.7051175106
0.36, 70.3625008143
0.37, 71.7061693059
0.38, 64.2155089441
0.39, 57.2301106489
0.4, 56.9951523075
0.41, 54.7598572213
0.42, 45.4886431689
0.43, 39.5404286376
0.44, 35.4865445839
0.45, 27.8252504262
0.46, 28.2372161608
0.47, 22.5825005117
0.48, 9.80257834686
0.49, 6.76487900412
0.5, -3.3841418148
0.51, -10.532177426
0.52, -7.70762605539
0.53, -22.4259255946
0.54, -25.7094676316
0.55, -30.0149554367
0.56, -33.2157152157
0.57, -35.2298841431
0.58, -42.65339556
0.59, -50.9037427363
0.6, -50.6544734026
0.61, -56.2997919443
0.62, -69.2171529983
0.63, -65.2690991468
0.64, -70.2188291437
0.65, -79.3336537891
0.66, -81.7478474531
0.67, -78.7164810384
0.68, -79.7944578659
0.69, -85.1592845611
0.7, -88.5367207424
0.71, -87.0095563841
0.72, -87.7353971744
0.73, -89.9711270077
0.74, -90.1304400467
0.75, -90.0316675231
0.76, -91.090938303
0.77, -89.9516752248
0.78, -88.6676733832
0.79, -85.0267615352
0.8, -91.6813627247
0.81, -85.5292964297
0.82, -82.9375493474
0.83, -79.2105938502
0.84, -75.6283217129
0.85, -71.6695531261
0.86, -70.9716257644
0.87, -71.7106094374
0.88, -58.201439641
0.89, -62.0366820534
0.9, -56.1838346611
0.91, -46.2270840917
0.92, -42.3454937277
0.93, -40.0206195043
0.94, -33.42081395
0.95, -23.4519717092
0.96, -21.8932037067
0.97, -19.1904608451
0.98, -10.2727227634
0.99, -9.22498433452
1.0, 4.73800790616
1.01, 10.4853133026
1.02, 6.64733538544
1.03, 16.7550188702
1.04, 23.7806507088
1.05, 22.8605752632
1.06, 33.2225149952
1.07, 40.0289325285
1.08, 41.0745823921
1.09, 49.6657655088
1.1, 51.6569238593
1.11, 56.3572603572
1.12, 62.2096131103
1.13, 69.791133029
1.14, 71.6754158758
1.15, 70.1250071413
1.16, 73.6294102935
1.17, 81.0904105837
1.18, 80.6659040173
1.19, 81.170953651
1.2, 86.2560429755
1.21, 82.8685157838
1.22, 87.6713877801
1.23, 86.7587682707
1.24, 91.8995478897
1.25, 85.3717549518
1.26, 92.3816899798
1.27, 89.7486510875
1.28, 82.0174407366
1.29, 84.5614587823
1.3, 86.151262897
1.31, 79.3823192272
1.32, 75.8390417268
1.33, 73.5303818588
1.34, 78.0479122132
1.35, 66.8279643677
1.36, 63.8902637286
1.37, 68.2632670519
1.38, 61.1153189766
1.39, 51.7064444514
1.4, 48.496332312
1.41, 44.5833269557
1.42, 37.2252346885
1.43, 35.3569420622
1.44, 30.3281095557
1.45, 25.6609221334
1.46, 20.7223813042
1.47, 12.9445859024
1.48, 15.1957795994
1.49, 2.54827708448
1.5, 4.50044724509
1.51, -6.98691235952
1.52, -7.23822526302
1.53, -14.628168024
1.54, -24.2227660738
1.55, -27.560237372
1.56, -30.5573343687
1.57, -37.9823148044
1.58, -38.8625876457
1.59, -49.7296585387
1.6, -49.9275621248
1.61, -49.9778759393
1.62, -62.6302445674
1.63, -61.7595555149
1.64, -62.8911326365
1.65, -64.5616913867
1.66, -69.7628184599
1.67, -75.1146334167
1.68, -74.549260617
1.69, -76.1175813296
1.7, -77.9441745574
1.71, -85.0437996637
1.72, -85.2562536422
1.73, -87.3322817148
1.74, -85.7293209029
1.75, -84.2339594545
1.76, -85.8331824643
1.77, -83.0051318603
1.78, -78.2099871171
1.79, -81.7242763143
1.8, -82.881795739
1.81, -77.7858618352
1.82, -77.5411695457
1.83, -72.5328187743
1.84, -73.4970100154
1.85, -66.3962508797
1.86, -63.4093777505
1.87, -55.6975087885
1.88, -59.444013489
1.89, -57.3443904468
1.9, -51.7220869343
1.91, -43.7311898926
1.92, -41.8292077021
1.93, -38.6740950024
1.94, -32.7659365044
1.95, -25.7239960143
1.96, -16.6019356217
1.97, -20.0126130581
1.98, -7.58382080008
1.99, -7.46100696544
2.0, -3.48386824433
2.01, 0.141067903352
2.02, 5.68174131787
2.03, 15.7066461488
2.04, 21.4196295437
2.05, 20.6900922054
2.06, 25.4031042577
2.07, 37.7025918578
2.08, 43.3634414797
2.09, 40.2850922784
2.1, 46.3075681399
2.11, 47.1579099411
2.12, 59.0971920424
2.13, 61.8959495224
2.14, 57.2937498753
2.15, 67.5217888159
2.16, 68.8105317133
2.17, 70.7776264048
2.18, 77.3897196422
2.19, 78.5842647579
2.2, 75.8484530102
2.21, 81.3079260558
2.22, 81.5172332006
2.23, 80.9237011671
2.24, 77.2097499404
2.25, 80.6976002268
2.26, 84.1999946092
2.27, 80.1731570889
2.28, 74.7124314869
2.29, 75.4258837942
2.3, 78.7722536832
2.31, 76.7252743585
2.32, 70.2100461826
2.33, 65.495673691
2.34, 65.3184080911
2.35, 66.1849396042
2.36, 63.8083394769
2.37, 54.6295656079
2.38, 58.7513649831
2.39, 46.4540707691
2.4, 47.1553910442
2.41, 39.7628126425
2.42, 36.8473403207
2.43, 36.7361536295
2.44, 28.5660986107
2.45, 27.1885481162
2.46, 17.5742597556
2.47, 14.9386930729
2.48, 7.23244156764
2.49, 8.59984347937
2.5, 2.5747796286
2.51, -8.89836049011
2.52, -11.8885436364
2.53, -19.3421185584
2.54, -21.5071934886
2.55, -23.5913635178
2.56, -24.0871633013
2.57, -37.4023173726
2.58, -37.8846898786
2.59, -42.3210779786
2.6, -48.3346836288
2.61, -53.3538280021
2.62, -51.3185324169
2.63, -56.316411577
2.64, -57.3326466522
2.65, -63.2896240618
2.66, -66.3953655748
2.67, -71.1594482149
2.68, -71.4292604484
2.69, -71.8934840902
2.7, -69.1740477835
2.71, -77.8181256436
2.72, -72.5708774044
2.73, -75.9594036132
2.74, -76.34939013
2.75, -74.0794570215
2.76, -75.4252753914
2.77, -72.1402203268
2.78, -70.7708262101
2.79, -72.1037425087
2.8, -73.386737591
2.81, -67.2695223116
2.82, -64.4549709108
2.83, -70.9828570376
2.84, -61.0362519176
2.85, -55.8664705338
2.86, -54.0321927438
2.87, -55.8172468566
2.88, -46.5222819455
2.89, -48.9378467961
2.9, -39.5051797096
2.91, -38.8469611631
2.92, -37.6378163839
2.93, -28.073936008
2.94, -26.6574729247
2.95, -22.939119178
2.96, -16.7258558497
2.97, -17.0529231999
2.98, -11.4940531759
2.99, -0.694928042598
3.0, 3.09954059927
3.01, 3.95422853298
3.02, 5.67060056047
3.03, 13.8898876764
3.04, 14.700100662
3.05, 17.9480358553
3.06, 31.919301826
3.07, 30.7952084257
3.08, 34.4070291561
3.09, 40.9958647463
3.1, 43.8333583909
3.11, 51.2635286148
3.12, 45.2460275093
3.13, 54.2802186555
3.14, 61.0368302153
3.15, 56.9539804255
3.16, 61.2749986726
3.17, 59.6130564753
3.18, 66.3749050276
3.19, 67.5239099609
3.2, 65.192501625
3.21, 73.8986761256
3.22, 66.3996052646
3.23, 69.9631870341
3.24, 75.9632747736
3.25, 68.3066511612
3.26, 67.4853383713
3.27, 71.8355161244
3.28, 74.0426677927
3.29, 66.8937322207
3.3, 66.0183094735
3.31, 70.5990730266
3.32, 61.5069154258
3.33, 63.4953223993
3.34, 60.7631172905
3.35, 61.9050802807
3.36, 54.9550843579
3.37, 55.4376955095
3.38, 52.3515814428
3.39, 44.9308507391
3.4, 38.9312193557
3.41, 40.9088503862
3.42, 34.9343769425
3.43, 28.133394306
3.44, 26.4428933802
3.45, 18.0022316981
3.46, 22.1257893268
3.47, 12.4944331689
3.48, 8.16959957804
3.49, 7.70717470451
3.5, -1.44874859632
3.51, 0.110871158831
3.52, -12.8695503113
3.53, -15.3009740372
3.54, -20.4973150428
3.55, -19.0786064815
3.56, -29.5389992868
3.57, -29.3986804783
3.58, -36.7097562512
3.59, -36.5781851083
3.6, -40.2797936192
3.61, -44.4582409193
3.62, -50.7103642241
3.63, -49.5372395015
3.64, -57.9314922665
3.65, -60.9556468398
3.66, -62.6650340431
3.67, -63.7547598668
3.68, -57.7918377196
3.69, -60.8698849193
3.7, -63.4070387675
3.71, -65.5800110656
3.72, -65.7387788184
3.73, -66.668228533
3.74, -65.038875436
3.75, -73.6617345161
3.76, -65.6968096272
3.77, -63.5004715432
3.78, -65.3237083363
3.79, -68.1575587176
3.8, -63.468973773
3.81, -66.3193827369
3.82, -64.9673332019
3.83, -62.0296440737
3.84, -58.4402639107
3.85, -53.6622857928
3.86, -52.8477256354
3.87, -48.654865847
3.88, -46.4954032973
3.89, -41.2876535301
3.9, -39.1842988449
3.91, -36.8765352922
3.92, -28.7326164305
3.93, -30.4585006587
3.94, -23.8006126594
3.95, -17.3613836323
3.96, -16.8361830722
3.97, -11.7776784219
3.98, -7.75028295016
3.99, -5.04840921808
4.0, 1.5415287023
4.01, 3.40233951478
4.02, 7.93606457562
4.03, 15.0260927835
4.04, 14.1311734863
4.05, 18.2340920108
4.06, 21.2523343539
4.07, 32.1538180934
4.08, 32.6368729103
4.09, 35.8058298867
4.1, 43.8623426457
4.11, 43.6958454033
4.12, 47.6096153927
4.13, 46.8225053256
4.14, 53.5443319134
4.15, 55.4256512904
4.16, 55.1976211147
4.17, 55.4454149657
